"iso3"	"milex_usd_1983"	"milex_usd_1984"	"milex_usd_1985"	"milex_usd_1986"	"milex_usd_1987"	"milex_usd_1988"	"milex_usd_1989"	"milex_usd_1990"	"milex_usd_1991"	"milex_usd_1992"	"milex_usd_1993"	"milex_usd_1994"	"milex_usd_1995"	"milex_usd_1996"	"milex_usd_1997"	"milex_usd_1998"	"milex_usd_1999"	"milex_usd_2000"	"milex_usd_2001"	"milex_usd_2002"	"milex_usd_2003"	"milex_usd_2004"	"milex_usd_2005"	"milex_usd_2006"	"milex_usd_2007"	"milex_usd_2008"	"milex_usd_2009"	"milex_usd_2010"	"milex_usd_2011"	"milex_usd_2012"	"milex_usd_2013"	"milex_usd_2014"	"milex_usd_2015"	"milex_usd_2016"	"milex_usd_2017"	"milex_usd_2018"	"milex_usd_2019"	"milex_usd_2020"	"milex_usd_2021"	"country_name"	"gdp_2015"	"gdp_2020"	"population_2015"	"population_2020"	"gdppc_2020"	"high_income_2020"
"TUN"	383.4894743	249.4744688	215.9387223	206.7934546	194.4097835	232.9203408	234.0620296	247.8558815	260.4310307	289.6771152	276.1671349	297.0688547	342.9024584	397.4695092	358.1665778	365.8493747	357.0133954	332.3897627	335.6479068	345.4242367	407.3855611	444.6514167	468.46458	497.212664	490.6505588	578.9114873	564.7759337	571.1890457	715.2395971	681.2259506	759.3588812	908.3572876	979.4940419	987.7347052	858.9495813	844.2273671	1000.922131	1157.372367	1250.45438	"Tunisia"	45780128466.56	42514151614.28	11179951	11818618	3597.21852540458	0
"TUR"	2469.375535	2190.052307	2365.977436	2769.409588	2889.593497	2663.90129	3373.741563	5315.413395	5670.66652	6157.947273	7075.08694	5293.173966	6606.245815	7512.090796	7791.986304	8781.048158	9951.788874	9993.730197	7216.051045	9050.377182	10277.90178	10920.77388	12081.15631	13036.5081	14987.75836	16809.5765	16047.5109	17650.46412	17006.47781	17694.32071	18427.6462	17576.53847	15668.75	17827.70215	17822.73826	19648.69382	20436.91712	17478.41369	15478.85094	"Turkiye"	864316670330.88	719954821683.31	78529413	84339067	8536.43331960632	0
"TUV"																																								"Tuvalu"	36811659.53	55054710.62	11099	11792	4668.81874321574	0
"TZA"	332.9504254	293.0252024	345.9762023	260.7040186	161.6080821	124.8336977	105.3167523	87.15445821	108.1416519	96.90703642	58.72570162	58.37556977	85.51365609	101.0384895	118.6038077	134.2769581	128.4979436	135.0559526	150.7281963	140.7535618	125.2547139	127.5678628	139.4935913	147.4179248	166.2155433	194.0003009	219.4768653	282.7250988	307.4739842	359.7394188	443.3799455	507.285799	517.0757618	544.2182979	562.6971196	599.9682751	618.9434456	659.3130342	742.3418442	"Tanzania"	47378599025.3	62409709110.95	51482638	59734213	1044.79001189737	0
"UGA"	93.72359647	75.21503912	104.818309	131.0714286	130.9717492	140.904123	139.8212397	107.0062142	73.56159998	52.33134597	62.63665043	104.1278479	127.0026225	135.3935645	139.6159777	154.7125315	159.7045703	141.3030259	136.1573425	142.1915941	152.3799218	196.0158537	216.6670411	218.5339485	252.1192464	311.8562693	293.5276707	608.6858686	607.1350709	351.838247	300.0755734	325.6630272	306.1446954	318.5516793	346.7628838	408.3675667	647.6066069	984.7597317	1066.564383	"Uganda"	32387183844.67	37600368180.94	38225447	45741000	822.027681531667	0
"UKR"											123.4109211	683.5860452	779.256926	1009.58201	1449.673947	912.2120888	620.8055316	696.40438	741.7128306	872.3918733	1104.808267	1322.215078	2072.348602	2572.869213	3528.766629	4144.743447	2320.408613	2587.448221	2502.296575	2835.905353	2895.001889	2997.189214	2959.581345	2943.807592	3246.786567	4169.707536	5419.138048	5924.20088	5942.781068	"Ukraine"	91030959454.7	156617861448.58	45154036	44132049	3548.84635990004	0
"URY"	274.6117909	221.8512773	203.6458539	242.3498026	223.9249386	259.9670299	297.8212364	328.351062	268.6280146	366.9651978	418.919639	450.443306	523.8620255	575.6520147	575.2062895	573.2484076	574.2858907	555.9687924	523.0083114	344.2630663	269.5267772	279.3019715	347.3237849	392.7986907	416.0453325	567.7039328	577.0560085	755.6594697	824.8335422	924.6403356	1045.084368	1034.499447	969.9068455	988.2236296	1165.710349	1271.117731	1154.916149	1091.53536	1257.92438	"Uruguay"	53274304222.14	53560755046.57	3412013	3473727	15418.8153089088	1
"USA"	223427.165	245149.1683	272163.2293	295546.2238	304086.6487	309661.2693	321866.5588	325129.314	299372.7791	325033.736	316719.4437	308084	295853.0977	287960.6687	293167.8258	290996.0551	298094.8913	320086.3242	331805.6106	378463.1388	440532.0696	492999.3762	533203	558335	589586	656756	705917	738005	752288	725205	679229	647789	633829.639	639856.443	646752.927	682491.4	734344.1	778397.2	800672.2	"United States"	18206020741000	20893743833000	320738994	331501080	63027.6795267153	1
"UZB"												86.92982456	112.6784215	172.2115457	217.7471907		250.071736	115.3753846	59.76061047	45.91443299	54.13369546															1440.385072				"Uzbekistan"	86196265191.66	59894305352.9	31298900	34232050	1749.65581532219	0
"VCT"																																								"St. Vincent and the Grenadines"	786554580.8	872134546.8	109135	110947	7860.82135434036	0
"VIR"																																								"Virgin Islands (U.S.)"	3.663e+09	4.204e+09	107712	106290	39552.1685953523	1
"VNM"					1315.597882	1305.814502	458.5624839	511.9701364	427.6178141	332.9703094	297.71638	431.3450122									841.9301594	915.0895466	1026.426801	1286.528867	1784.217422	2137.625597	2401.450914	2672.286425	2686.52059	3360.86038	3727.249276	4255.721581	4562.632501	5017.401787	5073.853534	5500				"Vietnam"	239257234710.76	343242570827.35	92677082	97338583	3526.27457939623	0
"VUT"																																								"Vanuatu"	730870581.67	896827873.11	271128	307150	2919.83679996744	0
"WSM"																																								"Samoa"	788307314.85	807147527.62	193510	198410	4068.07886507737	0
"XKX"																																								"Kosovo"	6295820481.53	7716925356.13	1788196	1790133	4310.81118337576	0
"YEM"								807.0707155	1028.217917	1306.900026	1535.457656	2353.269332	805.8923779	416.0086324	397.0730424	384.5027303	395.2529573	473.6640325	540.1014988	737.366548	807.3132441	735.4851279	815.627464	822.1305361	1050.499364	1196.411766	1420.775264	1448.153377	1612.254443	1618.840127	1648.750524	1714.830844								"Yemen, Rep."	42444495590.11	18840511908.25	26497881	29825968	631.681490044179	0
"ZAF"	3052.688269	2770.152107	2117.406345	2497.88843	3595.968625	4263.086823	4181.886467	4364.458204	3874.415135	3677.406461	3254.313379	3478.582291	3292.446562	2591.787131	2414.13771	1905.656009	1738.036625	1891.725013	1802.262236	1766.082898	2574.176278	3099.065125	3566.963815	3506.139658	3525.684244	3285.925081	3592.687702	4188.168092	4594.154078	4489.590096	4118.208483	3892.485091	3488.867948	3139.312128	3591.507613	3622.918743	3435.429788	3231.017731	3265.555631	"South Africa"	346709790458.56	335442101366.42	55386369	59308690	5655.86765390401	0
"ZMB"																																								"Zambia"	21251216798.78	18110631358.31	15879370	18383956	985.132436038794	0
"ZWE"	431.75	360.65	309.3	342.2	392.6	407.05	408.6	416.3	376.05	296.35	249.8	247.9	262.9	291.65	311.4		263.4	346.3	286.7	677	194.8	256.1	131.4	161.7				98.293	198.438	318.272	356.7	368.1	376.677	358.065	340.522	420.364	546.939	8.622459834	65.80055402	"Zimbabwe"	19963120600	18051170798.94	13814642	14862927	1214.50982023527	0
